"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"IX.2 Stromerzeugungskosten verschiedener Kraftwerkstypen","Section","HAS_FIGURE","Abb. 36: Stromerzeugungskosten fossil beheizter Kraftwerke unter Ein￾beziehung von CO2-Zertifikatskosten","Figure","STE-Research-Report_Ch9.pdf","IX.2 Stromerzeugungskosten verschiedener Kraftwerkstypen","68","Abb. 36: Stromerzeugungskosten fossil beheizter Kraftwerke unter Ein￾beziehung von CO2-Zertifikatskosten","{}","high"
"IX.3 CO2-Emissionen bei der Stromerzeugung","Section","HAS_FIGURE","Abb. 37: Trend bei den CO2-Emissionen in Deutschland","Figure","STE-Research-Report_Ch9.pdf","IX.3 CO2-Emissionen bei der Stromerzeugung","70","Abb. 37: Trend bei den CO2-Emissionen in Deutschland","{}","high"
"IX.3 CO2-Emissionen bei der Stromerzeugung","Section","HAS_FIGURE","Abb. 38: Spezifische äquivalente CO2-Emissionen bei der Stromerzeugung","Figure","STE-Research-Report_Ch9.pdf","IX.3 CO2-Emissionen bei der Stromerzeugung","71","Abb. 38: Spezifische äquivalente CO2-Emissionen bei der Stromerzeugung","{}","high"
"IX.3 CO2-Emissionen bei der Stromerzeugung","Section","HAS_TABLE","Tab. 13: Jährliche CO2-Emissionen verschiedener Stromerzeugungstechniken (Deutschland, 2005)","Table","STE-Research-Report_Ch9.pdf","IX.3 CO2-Emissionen bei der Stromerzeugung","71","Tab. 13: Jährliche CO2-Emissionen verschiedener Stromerzeugungstechniken \n(Deutschland, 2005)","{}","high"
"IX.3 CO2-Emissionen bei der Stromerzeugung","Section","HAS_FIGURE","Abb. 39: Zur Reduzierung der CO2-Emissionen in Deutschland","Figure","STE-Research-Report_Ch9.pdf","IX.3 CO2-Emissionen bei der Stromerzeugung","72","Abb. 39: Zur Reduzierung der CO2-Emissionen in Deutschland","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FIGURE","Abb. 40: Aufteilung des Primärenergieverbrauchs nach Energieträgern (Deutschland 2004)","Figure","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","73","Abb. 40: Aufteilung des Primärenergieverbrauchs nach Energieträgern \n(Deutschland 2004)","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_TABLE","Tab. 14: Weltweite Reserven/Ressourcen und weltweiter Verbrauch an Energierohstoffen (Bezugsjahr 2004)","Table","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","74","Tab. 14: Weltweite Reserven/Ressourcen und weltweiter Verbrauch an Ener￾gierohstoffen (Bezugsjahr 2004)","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FIGURE","Abb. 41: Reichweite der globalen Reserven/Ressourcen an Energierohstoffen (Datenbasis 2004)","Figure","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","75","Abb. 41: Reichweite der globalen Reserven/Ressourcen an Energierohstoffen \n(Datenbasis 2004)","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FIGURE","Abb. 42: Deutschland – Nettoimportabhängigkeit nach Energieträgern im Jahr 2006","Figure","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","77","Abb. 42: Deutschland – Nettoimportabhängigkeit nach Energieträgern im Jahr \n2006","{}","high"
"IX.1 Der Energiemix bei der Stromerzeugung","Section","HAS_FOOTNOTE","Footnote 18","Footnote","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","65","18 Diese Vereinbarung wurde inhaltlich in das „Gesetz zur geordneten Beendigung der Kernenergie￾nutzung zur gewerblichen Erzeugung von Elektrizität“ übertragen, das am 26.04.2002 in Kraft trat.","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FOOTNOTE","Footnote 19","Footnote","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","73","19 1 t SKE (1 Tonne Steinkohleneinheit) = 29,3•106\n kJ = 8.140 kWh","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FOOTNOTE","Footnote 20","Footnote","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","75","20 In Deutschland ist die Wiederaufarbeitung abgebrannter Brennelemente durch das Kernenergie￾ausstiegsgesetz vom 26. 04. 2002 verboten.","{}","high"
"IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","Section","HAS_FOOTNOTE","Footnote 21","Footnote","STE-Research-Report_Ch9.pdf","IX.4 Reserven und Ressourcen der Energierohstoffe und Versorgungssicherheit","76","21 In diesem Kontext wird Uran aufgrund der im Inland vorgehaltenen Vorräte und deren hoher Ener￾giedichte und guter Lagerfähigkeit derzeit de facto als heimischer Energieträger betrachtet.","{}","high"
"Claim:GlobalElectricityGeneration2006Mix","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Eine weltweite Betrachtung der \nPrimärenergieträger, die bei der Produktion von elektrischer Energie eingesetzt wer￾den, ergibt für 2006 folgendes Grobraster: Von den insgesamt erzeugten rund \n17.500 TWh beträgt der Anteil fossiler Brennstoffe etwa zwei Drittel, Wasserkraft und \nKernenergie liefern jeweils etwa ein Sechstel, und der Beitrag erneuerbarer Energie￾träger liegt in Fünf-Prozent-Bereich.","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006Mix"",""relevance"":""core""}","high"
"Claim:GlobalElectricityGeneration2006Mix","Claim","ABOUT","elektrische Energie","Concept","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Primärenergieträger, die bei der Produktion von elektrischer Energie eingesetzt wer￾den","{""normalizedKey"":""Concept::elektrische Energie""}","high"
"Claim:GlobalElectricityGeneration2006Total","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Von den insgesamt erzeugten rund \n17.500 TWh","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006Total"",""relevance"":""core"",""asOf"":""2006""}","high"
"Claim:GlobalElectricityGeneration2006Total","Claim","HAS_VALUE","Quantity:GlobalElectricityGeneration2006Total_TWh","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","insgesamt erzeugten rund \n17.500 TWh","{""normalizedKey"":""QuantityValue::GlobalElectricityGeneration2006Total_TWh"",""value"":17500,""unit"":""TWh"",""type"":""electricity_generation_total"",""approx"":true}","high"
"Claim:GlobalElectricityGeneration2006FossilShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","beträgt der Anteil fossiler Brennstoffe etwa zwei Drittel","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006FossilShare"",""relevance"":""core"",""asOf"":""2006""}","high"
"Claim:GlobalElectricityGeneration2006FossilShare","Claim","ABOUT","fossile Brennstoffe","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Anteil fossiler Brennstoffe","{""normalizedKey"":""EnergySource::fossile Brennstoffe""}","high"
"Claim:GlobalElectricityGeneration2006FossilShare","Claim","HAS_VALUE","Quantity:GlobalElectricityGeneration2006FossilShare","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","etwa zwei Drittel","{""normalizedKey"":""QuantityValue::GlobalElectricityGeneration2006FossilShare"",""textValue"":""zwei Drittel"",""unit"":""share"",""type"":""share_of_electricity_generation"",""approx"":true}","high"
"Claim:GlobalElectricityGeneration2006HydroShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Wasserkraft und \nKernenergie liefern jeweils etwa ein Sechstel","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006HydroShare"",""relevance"":""core"",""asOf"":""2006""}","high"
"Claim:GlobalElectricityGeneration2006HydroShare","Claim","ABOUT","Wasserkraft","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Wasserkraft","{""normalizedKey"":""EnergySource::Wasserkraft""}","high"
"Claim:GlobalElectricityGeneration2006HydroShare","Claim","HAS_VALUE","Quantity:GlobalElectricityGeneration2006HydroShare","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","jeweils etwa ein Sechstel","{""normalizedKey"":""QuantityValue::GlobalElectricityGeneration2006HydroShare"",""textValue"":""ein Sechstel"",""unit"":""share"",""type"":""share_of_electricity_generation"",""approx"":true}","high"
"Claim:GlobalElectricityGeneration2006NuclearShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Wasserkraft und \nKernenergie liefern jeweils etwa ein Sechstel","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006NuclearShare"",""relevance"":""core"",""asOf"":""2006""}","high"
"Claim:GlobalElectricityGeneration2006NuclearShare","Claim","ABOUT","Kernenergie","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Kernenergie","{""normalizedKey"":""EnergySource::Kernenergie""}","high"
"Claim:GlobalElectricityGeneration2006NuclearShare","Claim","HAS_VALUE","Quantity:GlobalElectricityGeneration2006NuclearShare","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","jeweils etwa ein Sechstel","{""normalizedKey"":""QuantityValue::GlobalElectricityGeneration2006NuclearShare"",""textValue"":""ein Sechstel"",""unit"":""share"",""type"":""share_of_electricity_generation"",""approx"":true}","high"
"Claim:GlobalElectricityGeneration2006RenewablesShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","der Beitrag erneuerbarer Energie￾träger liegt in Fünf-Prozent-Bereich","{""normalizedKey"":""Claim::GlobalElectricityGeneration2006RenewablesShare"",""relevance"":""core"",""asOf"":""2006""}","high"
"Claim:GlobalElectricityGeneration2006RenewablesShare","Claim","ABOUT","erneuerbare Energie￾träger","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","erneuerbarer Energie￾träger","{""normalizedKey"":""EnergySource::erneuerbare Energie￾träger""}","high"
"Claim:GlobalElectricityGeneration2006RenewablesShare","Claim","HAS_VALUE","Quantity:GlobalElectricityGeneration2006RenewablesShare","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Fünf-Prozent-Bereich","{""normalizedKey"":""QuantityValue::GlobalElectricityGeneration2006RenewablesShare"",""textValue"":""Fünf-Prozent-Bereich"",""unit"":""%"",""type"":""share_of_electricity_generation"",""approx"":true}","high"
"Claim:GermanyGrossElectricity2008Total","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Bruttostromerzeugung von 639 TWh","{""normalizedKey"":""Claim::GermanyGrossElectricity2008Total"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyGrossElectricity2008Total","Claim","ABOUT","Deutschland","Place","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Elektrizitätserzeugung in Deutschland","{""normalizedKey"":""Place::Deutschland""}","high"
"Claim:GermanyGrossElectricity2008Total","Claim","HAS_VALUE","Quantity:GermanyGrossElectricity2008Total_TWh","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Bruttostromerzeugung von 639 TWh","{""normalizedKey"":""QuantityValue::GermanyGrossElectricity2008Total_TWh"",""value"":639,""unit"":""TWh"",""type"":""gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008LigniteShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","die Braunkohle mit 23,5%","{""normalizedKey"":""Claim::GermanyElectricityMix2008LigniteShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008LigniteShare","Claim","ABOUT","Braunkohle","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Braunkohle","{""normalizedKey"":""EnergySource::Braunkohle""}","high"
"Claim:GermanyElectricityMix2008LigniteShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008LigniteShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Braunkohle mit 23,5%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008LigniteShare_pct"",""value"":23.5,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008HardCoalShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","die Stein￾kohle mit 20,1%","{""normalizedKey"":""Claim::GermanyElectricityMix2008HardCoalShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008HardCoalShare","Claim","ABOUT","Steinkohle","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Stein￾kohle","{""normalizedKey"":""EnergySource::Steinkohle""}","high"
"Claim:GermanyElectricityMix2008HardCoalShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008HardCoalShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Stein￾kohle mit 20,1%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008HardCoalShare_pct"",""value"":20.1,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008GasShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Erdgas mit 13,0%","{""normalizedKey"":""Claim::GermanyElectricityMix2008GasShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008GasShare","Claim","ABOUT","Erdgas","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Erdgas","{""normalizedKey"":""EnergySource::Erdgas""}","high"
"Claim:GermanyElectricityMix2008GasShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008GasShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Erdgas mit 13,0%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008GasShare_pct"",""value"":13.0,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008NuclearShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Der Stromanteil aus Kern￾energie betrug dabei 23,3%","{""normalizedKey"":""Claim::GermanyElectricityMix2008NuclearShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008NuclearShare","Claim","ABOUT","Kernenergie","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Kern￾energie","{""normalizedKey"":""EnergySource::Kernenergie""}","high"
"Claim:GermanyElectricityMix2008NuclearShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008NuclearShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Kern￾energie betrug dabei 23,3%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008NuclearShare_pct"",""value"":23.3,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008HydroShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","der Anteil aus Wasserkraft 4,2%","{""normalizedKey"":""Claim::GermanyElectricityMix2008HydroShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008HydroShare","Claim","ABOUT","Wasserkraft","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Wasserkraft","{""normalizedKey"":""EnergySource::Wasserkraft""}","high"
"Claim:GermanyElectricityMix2008HydroShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008HydroShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Wasserkraft 4,2%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008HydroShare_pct"",""value"":4.2,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008WindShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","die Windkraft lie￾ferte 6,3%","{""normalizedKey"":""Claim::GermanyElectricityMix2008WindShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008WindShare","Claim","ABOUT","Windkraft","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Windkraft","{""normalizedKey"":""EnergySource::Windkraft""}","high"
"Claim:GermanyElectricityMix2008WindShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008WindShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","Windkraft lie￾ferte 6,3%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008WindShare_pct"",""value"":6.3,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008OtherShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","ergaben insgesamt 9,6%","{""normalizedKey"":""Claim::GermanyElectricityMix2008OtherShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:GermanyElectricityMix2008OtherShare","Claim","HAS_VALUE","Quantity:GermanyElectricityMix2008OtherShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","62","insgesamt 9,6%","{""normalizedKey"":""QuantityValue::GermanyElectricityMix2008OtherShare_pct"",""value"":9.6,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008Total","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","63","Anteile an der Grundlastversorgung von 326 TWh (= 51% vom Brutto)","{""normalizedKey"":""Claim::BaseloadGermany2008Total"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008Total","Claim","HAS_VALUE","Quantity:BaseloadGermany2008Total_TWh","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","63","Grundlastversorgung von 326 TWh","{""normalizedKey"":""QuantityValue::BaseloadGermany2008Total_TWh"",""value"":326,""unit"":""TWh"",""type"":""baseload_electricity_generation"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008Total","Claim","HAS_VALUE","Quantity:BaseloadGermany2008Share_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","63","(= 51% vom Brutto)","{""normalizedKey"":""QuantityValue::BaseloadGermany2008Share_pct"",""value"":51,""unit"":""%"",""type"":""share_of_gross_electricity_generation"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008LigniteAndNuclearShare","Claim","SUPPORTED_BY","IX.1 Der Energiemix bei der Stromerzeugung","Section","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","63","Demnach stammen rund 92% des Grundlaststroms aus Braun￾kohle und Kernenergie, mit etwa gleichen Anteilen von 46 %.","{""normalizedKey"":""Claim::BaseloadGermany2008LigniteAndNuclearShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008LigniteAndNuclearShare","Claim","HAS_VALUE","Quantity:BaseloadGermany2008LigniteAndNuclearShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","63","rund 92% des Grundlaststroms","{""normalizedKey"":""QuantityValue::BaseloadGermany2008LigniteAndNuclearShare_pct"",""value"":92,""unit"":""%"",""type"":""share_of_baseload_electricity_generation"",""approx"":true,""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008LigniteShare","Claim","SUPPORTED_BY","Abb. 33: Energiemix bei der Grundlast-Stromerzeugung in Deutschland","Figure","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","46%","{""normalizedKey"":""Claim::BaseloadGermany2008LigniteShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008LigniteShare","Claim","ABOUT","Braunkohle","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","Braunkohle","{""normalizedKey"":""EnergySource::Braunkohle""}","high"
"Claim:BaseloadGermany2008LigniteShare","Claim","HAS_VALUE","Quantity:BaseloadGermany2008LigniteShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","46%","{""normalizedKey"":""QuantityValue::BaseloadGermany2008LigniteShare_pct"",""value"":46,""unit"":""%"",""type"":""share_of_baseload_electricity_generation"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008NuclearShare","Claim","SUPPORTED_BY","Abb. 33: Energiemix bei der Grundlast-Stromerzeugung in Deutschland","Figure","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","46%","{""normalizedKey"":""Claim::BaseloadGermany2008NuclearShare"",""relevance"":""core"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008NuclearShare","Claim","ABOUT","Kernenergie","EnergySource","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","Kernenergie","{""normalizedKey"":""EnergySource::Kernenergie""}","high"
"Claim:BaseloadGermany2008NuclearShare","Claim","HAS_VALUE","Quantity:BaseloadGermany2008NuclearShare_pct","QuantityValue","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","46%","{""normalizedKey"":""QuantityValue::BaseloadGermany2008NuclearShare_pct"",""value"":46,""unit"":""%"",""type"":""share_of_baseload_electricity_generation"",""asOf"":""2008""}","high"
"Claim:BaseloadGermany2008RunOfRiverShare","Claim","SUPPORTED_BY","Abb. 33: Energiemix bei der Grundlast-Stromerzeugung in Deutschland","Figure","STE-Research-Report_Ch9.pdf","IX.1 Der Energiemix bei der Stromerzeugung","64","8%","{""normalizedKey"":""Claim::BaseloadGermany2008RunOfRiverShare"",""relevance"":""core"",""asOf"":""2008""}","high"
