"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim:Max_Temperaturerhöhung_Endlagerformation","Claim","ABOUT","Abfallgebinde mit vernachlässigbarer Wärmeerzeugung","Material","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","45","13 Abfallgebinde mit vernachlässigbarer Wärmeerzeugung führen in der geologischen Endlagerforma￾tion nur zu einer geringen Temperaturerhöhung (von max. 3ºK).","{""normalizedKey"":""Claim::Max_Temperaturerhöhung_Endlagerformation"",""relevance"":""core""}","high"
"Claim:Max_Temperaturerhöhung_Endlagerformation","Claim","HAS_VALUE","QV:max_3_K","QuantityValue","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","45","(von max. 3ºK)","{""normalizedKey"":""Claim::Max_Temperaturerhöhung_Endlagerformation"",""value"":3,""unit"":""K"",""type"":""max_temperature_increase""}","high"
"Direkte Endlagerung","Process","IS_A","Entsorgungskonzept","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","45","Für die wärmeerzeugenden Abfälle aus Kernkraft￾werken, die abgebrannten Brennelemente, sieht das in Deutschland wirksame Ent￾sorgungskonzept „Direkte Endlagerung“ folgende Einzelschritte vor:","{""normalizedKey"":""Process::Direkte Endlagerung""}","high"
"Claim:Einzelschritte_Direkte_Endlagerung","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","45","Für die wärmeerzeugenden Abfälle aus Kernkraft￾werken, die abgebrannten Brennelemente, sieht das in Deutschland wirksame Ent￾sorgungskonzept „Direkte Endlagerung“ folgende Einzelschritte vor:","{""normalizedKey"":""Claim::Einzelschritte_Direkte_Endlagerung"",""relevance"":""core""}","high"
"Claim:Einzelschritte_Direkte_Endlagerung","Claim","ABOUT","Direkte Endlagerung","Process","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","45","Ent￾sorgungskonzept „Direkte Endlagerung“","{""normalizedKey"":""Claim::Einzelschritte_Direkte_Endlagerung"",""relevance"":""core""}","high"
"CASTOR Behälter","Component","IS_A","Behälter","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Transport und Zwischenlagerung der bestrahlte Brennelemente in speziellen CASTOR Behältern,","{""normalizedKey"":""Component::CASTOR Behälter"",""alias"":[""CASTOR""]}","high"
"POLLUX Endlagerbehälter","Component","IS_A","Endlagerbehälter","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Zerlegung der Brennelemente und Konditionierung der vereinzelten Brennstäbe in speziellen POLLUX Endlagerbehältern","{""normalizedKey"":""Component::POLLUX Endlagerbehälter"",""alias"":[""POLLUX""]}","high"
"tiefen geologischen Formationen","GeologicalFormation","IS_A","geologische Formation","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Endlagerung der gefüllten POLLUX Behälter in tiefen geologischen Formationen.","{""normalizedKey"":""GeologicalFormation::tiefen geologischen Formationen""}","high"
"Claim:Transport_Zwischenlagerung_in_CASTOR","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Transport und Zwischenlagerung der bestrahlte Brennelemente in speziellen CASTOR Behältern,","{""normalizedKey"":""Claim::Transport_Zwischenlagerung_in_CASTOR"",""relevance"":""core""}","high"
"Claim:Transport_Zwischenlagerung_in_CASTOR","Claim","ABOUT","CASTOR Behälter","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","in speziellen CASTOR Behältern","{""normalizedKey"":""Claim::Transport_Zwischenlagerung_in_CASTOR"",""relevance"":""core""}","high"
"bestrahlte Brennelemente","Material","IS_A","Brennelemente","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Transport und Zwischenlagerung der bestrahlte Brennelemente in speziellen CASTOR Behältern,","{""normalizedKey"":""Material::bestrahlte Brennelemente""}","high"
"bestrahlte Brennelemente","Material","CONTAINED_IN","CASTOR Behälter","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Transport und Zwischenlagerung der bestrahlte Brennelemente in speziellen CASTOR Behältern,","{""normalizedKey"":""Material::bestrahlte Brennelemente"",""containerRole"":""interim_storage""}","high"
"Claim:Endlagerung_POLLUX_in_geologischen_Formation","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Endlagerung der gefüllten POLLUX Behälter in tiefen geologischen Formationen.","{""normalizedKey"":""Claim::Endlagerung_POLLUX_in_geologischen_Formation"",""relevance"":""core""}","high"
"Claim:Endlagerung_POLLUX_in_geologischen_Formation","Claim","ABOUT","POLLUX Endlagerbehälter","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","POLLUX Behälter","{""normalizedKey"":""Claim::Endlagerung_POLLUX_in_geologischen_Formation"",""relevance"":""core""}","high"
"POLLUX Endlagerbehälter","Component","LOCATED_IN","tiefen geologischen Formationen","GeologicalFormation","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Endlagerung der gefüllten POLLUX Behälter in tiefen geologischen Formationen.","{""normalizedKey"":""Component::POLLUX Endlagerbehälter""}","high"
"sicherer Abschluss gegen die Biosphäre","Concept","IS_A","Ziel","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Das Ziel der Endlagerung ist der sichere Abschluss beider radioaktiven Abfallarten gegen die Biosphäre.","{""normalizedKey"":""Concept::sicherer Abschluss gegen die Biosphäre""}","high"
"Endlagerung","Process","IS_A","Prozess","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Das Ziel der Endlagerung ist der sichere Abschluss beider radioaktiven Abfallarten gegen die Biosphäre.","{""normalizedKey"":""Process::Endlagerung""}","high"
"Claim:Ziel_Endlagerung_sicherer_Abschluss","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Das Ziel der Endlagerung ist der sichere Abschluss beider radioaktiven Abfallarten gegen die Biosphäre.","{""normalizedKey"":""Claim::Ziel_Endlagerung_sicherer_Abschluss"",""relevance"":""core""}","high"
"Claim:Ziel_Endlagerung_sicherer_Abschluss","Claim","ABOUT","Endlagerung","Process","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Das Ziel der Endlagerung ist der sichere Abschluss","{""normalizedKey"":""Claim::Ziel_Endlagerung_sicherer_Abschluss"",""relevance"":""core""}","high"
"Claim:Ziel_Endlagerung_sicherer_Abschluss","Claim","HAS_OBJECTIVE","sicherer Abschluss gegen die Biosphäre","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","46","Das Ziel der Endlagerung ist der sichere Abschluss beider radioaktiven Abfallarten gegen die Biosphäre.","{""normalizedKey"":""Claim::Ziel_Endlagerung_sicherer_Abschluss""}","high"
"Betreiber der Anlagen","Role","RESPONSIBLE_FOR","Zwischenlagerung","Process","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Für die Zwi￾schenlagerung und Konditionierung der bei der Nutzung der Kernenergie anfallenden Reststoffe sind die Betreiber der Anlagen verantwortlich.","{""normalizedKey"":""Role::Betreiber der Anlagen""}","high"
"Zwischenlagerung","Process","IS_A","Prozess","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Für die Zwi￾schenlagerung und Konditionierung der bei der Nutzung der Kernenergie anfallenden Reststoffe sind die Betreiber der Anlagen verantwortlich.","{""normalizedKey"":""Process::Zwischenlagerung""}","high"
"Claim:Verantwortung_Betreiber_Zwischenlagerung_Konditionierung","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Für die Zwi￾schenlagerung und Konditionierung der bei der Nutzung der Kernenergie anfallenden Reststoffe sind die Betreiber der Anlagen verantwortlich.","{""normalizedKey"":""Claim::Verantwortung_Betreiber_Zwischenlagerung_Konditionierung"",""relevance"":""core""}","high"
"Claim:Verantwortung_Betreiber_Zwischenlagerung_Konditionierung","Claim","ABOUT","Betreiber der Anlagen","Role","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","sind die Betreiber der Anlagen verantwortlich","{""normalizedKey"":""Claim::Verantwortung_Betreiber_Zwischenlagerung_Konditionierung"",""relevance"":""core""}","high"
"Zwischenlager","Facility","IS_A","Lager","Facility","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","So sind für die Zwischenla￾gerung der bestrahlten Brennelemente an den KKW-Standorten Zwischenlager mit einer Betriebsgenehmigung von 40 Jahren eingerichtet worden.","{""normalizedKey"":""Facility::Zwischenlager""}","high"
"Jahre","Unit","IS_A","Einheit","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Betriebsgenehmigung von 40 Jahren","{""normalizedKey"":""Unit::Jahre""}","high"
"Claim:Betriebsgenehmigung_Zwischenlager_40_Jahre","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Zwischenlager mit einer Betriebsgenehmigung von 40 Jahren eingerichtet worden.","{""normalizedKey"":""Claim::Betriebsgenehmigung_Zwischenlager_40_Jahre"",""relevance"":""core""}","high"
"Claim:Betriebsgenehmigung_Zwischenlager_40_Jahre","Claim","ABOUT","Zwischenlager","Facility","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Zwischenlager mit einer Betriebsgenehmigung von 40 Jahren","{""normalizedKey"":""Claim::Betriebsgenehmigung_Zwischenlager_40_Jahre"",""relevance"":""core""}","high"
"Claim:Betriebsgenehmigung_Zwischenlager_40_Jahre","Claim","HAS_VALUE","QV:40_Jahre","QuantityValue","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Betriebsgenehmigung von 40 Jahren","{""normalizedKey"":""Claim::Betriebsgenehmigung_Zwischenlager_40_Jahre"",""value"":40,""unit"":""Jahre"",""type"":""license_duration""}","high"
"QV:40_Jahre","QuantityValue","HAS_UNIT","Jahre","Unit","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Betriebsgenehmigung von 40 Jahren","{""normalizedKey"":""QuantityValue::40_Jahre""}","high"
"CASTOR (Cask for storage and transport of radioactive material)","Concept","DEFINED_IN","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","CASTOR (Cask for storage and transport of radioactive material)","{""normalizedKey"":""Concept::CASTOR (Cask for storage and transport of radioactive material)""}","high"
"Claim:CASTOR_Akronym_Auflösung","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","CASTOR (Cask for storage and transport of radioactive material)","{""normalizedKey"":""Claim::CASTOR_Akronym_Auflösung"",""claimType"":""definition"",""relevance"":""supporting""}","high"
"Claim:CASTOR_Akronym_Auflösung","Claim","ABOUT","CASTOR (Cask for storage and transport of radioactive material)","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","CASTOR (Cask for storage and transport of radioactive material)","{""normalizedKey"":""Claim::CASTOR_Akronym_Auflösung"",""relevance"":""supporting""}","high"
"t","Unit","IS_A","Einheit","Concept","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","über 100 t schweren Behälter","{""normalizedKey"":""Unit::t""}","high"
"Claim:CASTOR_Gewicht_über_100_t","Claim","SUPPORTED_BY","VII Entsorgung radioaktiver Abfälle","Section","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","Abb. 25 zeigt einen solchen dickwandigen, über 100 t schweren Behälter aus Gusseisen.","{""normalizedKey"":""Claim::CASTOR_Gewicht_über_100_t"",""relevance"":""core""}","high"
"Claim:CASTOR_Gewicht_über_100_t","Claim","ABOUT","CASTOR Behälter","Component","STE-Research-Report_Ch7.pdf","VII Entsorgung radioaktiver Abfälle","47","über 100 t schweren Behälter","{""normalizedKey"":""Claim::CASTOR_Gewicht_über_100_t"",""relevance"":""core""}","high"
