"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim::vak_commissioned_1960_11_16","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Seine Inbetriebnahme er￾folgte am 16. Nov. 1960.","{""normalizedKey"":""Claim::vak_commissioned_1960_11_16"",""relevance"":""core""}","high"
"Claim::vak_commissioned_1960_11_16","Claim","ABOUT","Versuchsatomkraftwerk in Kahl (VAK)","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Seine Inbetriebnahme er￾folgte am 16. Nov. 1960.","{""normalizedKey"":""Claim::vak_commissioned_1960_11_16"",""relevance"":""core""}","high"
"Versuchsatomkraftwerk in Kahl (VAK)","Facility","OPENED","16. Nov. 1960","Date","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Seine Inbetriebnahme er￾folgte am 16. Nov. 1960.","{""normalizedKey"":""Facility::Versuchsatomkraftwerk in Kahl (VAK)""}","high"
"16. Nov. 1960","Date","IS_A","Date","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","16. Nov. 1960","{""normalizedKey"":""Date::1960-11-16""}","high"

"Claim::swr_fuel_rods_72_length_4m","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Abb. 3b zeigt, wie 72 Brennstäbe mit einer \nLänge von 4m zu einem SWR-Brennelement montiert werden.","{""normalizedKey"":""Claim::swr_fuel_rods_72_length_4m"",""relevance"":""supporting""}","high"
"Claim::swr_fuel_rods_72_length_4m","Claim","ABOUT","SWR-Brennelement","Component","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","zu einem SWR-Brennelement montiert werden","{""normalizedKey"":""Claim::swr_fuel_rods_72_length_4m"",""relevance"":""supporting""}","high"
"Claim::swr_fuel_rods_72_length_4m","Claim","HAS_VALUE","QuantityValue::fuel_rods_count_72","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","72 Brennstäbe","{""normalizedKey"":""Claim::swr_fuel_rods_72_length_4m""}","high"
"QuantityValue::fuel_rods_count_72","QuantityValue","HAS_UNIT","Stück","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","72 Brennstäbe","{""normalizedKey"":""QuantityValue::fuel_rods_count_72"",""value"":72,""unit"":""Stück"",""type"":""fuel_rod_count""}","high"
"Claim::swr_fuel_rods_72_length_4m","Claim","HAS_VALUE","QuantityValue::fuel_rod_length_4_m","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Länge von 4m","{""normalizedKey"":""Claim::swr_fuel_rods_72_length_4m""}","high"
"QuantityValue::fuel_rod_length_4_m","QuantityValue","HAS_UNIT","m","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","4m","{""normalizedKey"":""QuantityValue::fuel_rod_length_4_m"",""value"":4.0,""unit"":""m"",""type"":""fuel_rod_length""}","high"
"m","Unit","IS_A","Unit","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","4m","{""normalizedKey"":""Unit::m""}","high"

"Claim::vak_electricity_generated_2_1_billion_kwh","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Das \nVAK erzeugte bis zu seiner Stilllegung Ende Nov. 1985 insgesamt eine Elektrizitäts￾menge von 2,1 Milliarden kWh (= 2,1 Terawattstunden (TWh)).","{""normalizedKey"":""Claim::vak_electricity_generated_2_1_billion_kwh"",""relevance"":""core""}","high"
"Claim::vak_electricity_generated_2_1_billion_kwh","Claim","ABOUT","Versuchsatomkraftwerk in Kahl (VAK)","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","VAK erzeugte bis zu seiner Stilllegung Ende Nov. 1985","{""normalizedKey"":""Claim::vak_electricity_generated_2_1_billion_kwh"",""relevance"":""core""}","high"
"Claim::vak_electricity_generated_2_1_billion_kwh","Claim","HAS_VALUE","QuantityValue::vak_electricity_2_1_billion_kWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","Elektrizitäts￾menge von 2,1 Milliarden kWh","{""normalizedKey"":""Claim::vak_electricity_generated_2_1_billion_kwh""}","high"
"QuantityValue::vak_electricity_2_1_billion_kWh","QuantityValue","HAS_UNIT","kWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","2,1 Milliarden kWh","{""normalizedKey"":""QuantityValue::vak_electricity_2_1_billion_kWh"",""textValue"":""2,1 Milliarden"",""unit"":""kWh"",""type"":""electricity_generated_total""}","high"
"Claim::vak_electricity_generated_2_1_billion_kwh","Claim","EQUIVALENT_TO","QuantityValue::vak_electricity_2_1_TWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","(= 2,1 Terawattstunden (TWh))","{""normalizedKey"":""Claim::vak_electricity_generated_2_1_billion_kwh""}","high"
"QuantityValue::vak_electricity_2_1_TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","2,1 Terawattstunden (TWh)","{""normalizedKey"":""QuantityValue::vak_electricity_2_1_TWh"",""value"":2.1,""unit"":""TWh"",""type"":""electricity_generated_total""}","high"
"kWh","Unit","IS_A","Unit","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","kWh","{""normalizedKey"":""Unit::kWh""}","high"
"TWh","Unit","IS_A","Unit","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","9","TWh","{""normalizedKey"":""Unit::TWh""}","high"

"Claim::kwo_net_power_340_mw","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","10","das Kernkraftwerk Obrigheim \n(KWO), das mit einem DWR eine elektrische Nettoleistung von 340 MW erzeugte.","{""normalizedKey"":""Claim::kwo_net_power_340_mw"",""relevance"":""core""}","high"
"Claim::kwo_net_power_340_mw","Claim","ABOUT","Kernkraftwerk Obrigheim (KWO)","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","10","Kernkraftwerk Obrigheim \n(KWO)","{""normalizedKey"":""Claim::kwo_net_power_340_mw"",""relevance"":""core""}","high"
"Claim::kwo_net_power_340_mw","Claim","ABOUT","Druckwasserreaktor (DWR)","Reactor","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","10","mit einem DWR","{""normalizedKey"":""Claim::kwo_net_power_340_mw"",""relevance"":""core""}","high"
"Claim::kwo_net_power_340_mw","Claim","HAS_VALUE","QuantityValue::kwo_net_power_340_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","10","elektrische Nettoleistung von 340 MW","{""normalizedKey"":""Claim::kwo_net_power_340_mw""}","high"
"QuantityValue::kwo_net_power_340_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","10","340 MW","{""normalizedKey"":""QuantityValue::kwo_net_power_340_MW"",""value"":340.0,""unit"":""MW"",""type"":""electric_net_power""}","high"

"Claim::kwo_supply_over_90_twh","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","von 1968 bis zu seiner Stilllegung am 11. Mai 2005 einen Beitrag zur Stromversor￾gung von über 90 Milliarden kWh (= 90 TWh).","{""normalizedKey"":""Claim::kwo_supply_over_90_twh"",""relevance"":""core""}","high"
"Claim::kwo_supply_over_90_twh","Claim","ABOUT","Kernkraftwerk Obrigheim (KWO)","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Das KWO lieferte","{""normalizedKey"":""Claim::kwo_supply_over_90_twh"",""relevance"":""core""}","high"
"Claim::kwo_supply_over_90_twh","Claim","HAS_VALUE","QuantityValue::kwo_electricity_over_90_billion_kWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","über 90 Milliarden kWh","{""normalizedKey"":""Claim::kwo_supply_over_90_twh""}","high"
"QuantityValue::kwo_electricity_over_90_billion_kWh","QuantityValue","HAS_UNIT","kWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","über 90 Milliarden kWh","{""normalizedKey"":""QuantityValue::kwo_electricity_over_90_billion_kWh"",""textValue"":""über 90 Milliarden"",""unit"":""kWh"",""type"":""electricity_generated_total"",""approx"":true}","high"
"Claim::kwo_supply_over_90_twh","Claim","EQUIVALENT_TO","QuantityValue::kwo_electricity_90_TWh","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","(= 90 TWh)","{""normalizedKey"":""Claim::kwo_supply_over_90_twh""}","high"
"QuantityValue::kwo_electricity_90_TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","90 TWh","{""normalizedKey"":""QuantityValue::kwo_electricity_90_TWh"",""value"":90.0,""unit"":""TWh"",""type"":""electricity_generated_total""}","high"
"Claim::kwo_operation_period","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","von 1968 bis zu seiner Stilllegung am 11. Mai 2005","{""normalizedKey"":""Claim::kwo_operation_period"",""relevance"":""supporting""}","high"
"Claim::kwo_operation_period","Claim","ABOUT","Kernkraftwerk Obrigheim (KWO)","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","von 1968 bis zu seiner Stilllegung am 11. Mai 2005","{""normalizedKey"":""Claim::kwo_operation_period"",""relevance"":""supporting""}","high"
"Claim::kwo_operation_period","Claim","HAS_CONDITION","Betrieb 1968 bis 11. Mai 2005","Condition","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","von 1968 bis zu seiner Stilllegung am 11. Mai 2005","{""normalizedKey"":""Condition::Betrieb 1968 bis 11. Mai 2005""}","high"
"11. Mai 2005","Date","IS_A","Date","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","11. Mai 2005","{""normalizedKey"":""Date::2005-05-11""}","high"

"Claim::gen2_blocks_600_1400_mw","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Das sind vor allem die 600 – 1.400 MW Kraftwerksblöcke","{""normalizedKey"":""Claim::gen2_blocks_600_1400_mw"",""relevance"":""core""}","high"
"Claim::gen2_blocks_600_1400_mw","Claim","ABOUT","Generation II","Concept","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Die nächste Generation II umfasst","{""normalizedKey"":""Claim::gen2_blocks_600_1400_mw"",""relevance"":""core""}","high"
"Claim::gen2_blocks_600_1400_mw","Claim","HAS_VALUE","QuantityValue::gen2_block_power_range_600_1400_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","die 600 – 1.400 MW Kraftwerksblöcke","{""normalizedKey"":""Claim::gen2_blocks_600_1400_mw""}","high"
"QuantityValue::gen2_block_power_range_600_1400_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","600 – 1.400 MW","{""normalizedKey"":""QuantityValue::gen2_block_power_range_600_1400_MW"",""textValue"":""600 – 1.400"",""min"":600.0,""max"":1400.0,""unit"":""MW"",""type"":""electric_power_block""}","high"

"Claim::gundremmingen_bc_1340_mw_each","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","die beiden SWR-Anlagen \nGundremmingen B und C mit Blockleistungen von jeweils 1.340 MW","{""normalizedKey"":""Claim::gundremmingen_bc_1340_mw_each"",""relevance"":""core""}","high"
"Claim::gundremmingen_bc_1340_mw_each","Claim","ABOUT","Gundremmingen B","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Gundremmingen B","{""normalizedKey"":""Claim::gundremmingen_bc_1340_mw_each"",""relevance"":""core""}","high"
"Claim::gundremmingen_bc_1340_mw_each","Claim","ABOUT","Gundremmingen C","Facility","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Gundremmingen B und C","{""normalizedKey"":""Claim::gundremmingen_bc_1340_mw_each"",""relevance"":""core""}","high"
"Claim::gundremmingen_bc_1340_mw_each","Claim","HAS_VALUE","QuantityValue::gundremmingen_block_power_1340_MW","QuantityValue","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","Blockleistungen von jeweils 1.340 MW","{""normalizedKey"":""Claim::gundremmingen_bc_1340_mw_each""}","high"
"QuantityValue::gundremmingen_block_power_1340_MW","QuantityValue","HAS_UNIT","MW","Unit","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","1.340 MW","{""normalizedKey"":""QuantityValue::gundremmingen_block_power_1340_MW"",""value"":1340.0,""unit"":""MW"",""type"":""electric_power_block""}","high"

"Claim::gundremmingen_bc_over_10_twh","Claim","SUPPORTED_BY","II Das Generationenschema der Kernreaktoranlagen","Section","STE-Research-Report_Ch2.pdf","II Das Generationenschema der Kernreaktoranlagen","11","und Jahrespro￾duktionen von über 10 TWh.","{""normalizedKey"":""Claim::gundremmingen_bc_over_10_twh"",""relevance"":""supporting""}","high"
