"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","HAS_FIGURE","Abb. 52","Figure","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","91","Abb. 52: Entwicklung der Strompreie für Haushalte 1998 – 2013 (Quelle: [2])","{}","high"
"X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","HAS_FIGURE","Abb. 52 a","Figure","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","93","Abb. 52 a: Historische Entwicklung der EEG-Umlage mit der Prognose 2014","{}","high"
"X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","HAS_FIGURE","Abb. 54","Figure","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","95","Abb. 54: Der Offshore-Windpark Riffgat in der Nordsee (Quelle: [5c])","{}","high"
"X.1 2010: Kernenergie als Brückentechnologie","Section","MENTIONS","Angela Merkel","Person","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","schwarz-gelbe Koalition unter Bundeskanzlerin Angela Merkel","{""normalizedKey"":""Person::Angela Merkel""}","high"
"Bundestag","Organization","LOCATED_IN","Deutschland","Place","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Am 28. Oktober 2010 beschloss der Bundestag","{""normalizedKey"":""Organization::Bundestag""}","high"
"Deutschland","Place","PART_OF","Europa","Place","STE-Research-Report_Ch10.pdf","X.4 Internationale nuklearpolitische Trends nach Fukushima","99","Die Sicherheitsstan￾dards der Kernkraftwerke in Europa sind im Allgemeinen hoch","{""normalizedKey"":""Place::Deutschland""}","medium"
"Europa","Place","IS_A","Place","Place","STE-Research-Report_Ch10.pdf","X.4 Internationale nuklearpolitische Trends nach Fukushima","99","Die Sicherheitsstan￾dards der Kernkraftwerke in Europa sind im Allgemeinen hoch","{""normalizedKey"":""Place::Europa""}","medium"
"Claim::KKW-Laufzeitverlängerung-2010-12J","Claim","SUPPORTED_BY","X.1 2010: Kernenergie als Brückentechnologie","Section","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Am 28. Oktober 2010 beschloss der Bundestag mit schwarz-gelber Mehrheit die Regellauf￾zeiten der Kernkraftwerke um durchschnittlich 12 Jahre zu verlängern.","{""normalizedKey"":""Claim::KKW-Laufzeitverlängerung-2010-12J"",""relevance"":""core""}","high"
"Claim::KKW-Laufzeitverlängerung-2010-12J","Claim","ABOUT","Kernkraftwerke","Facility","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Am 28. Oktober 2010 beschloss der Bundestag mit schwarz-gelber Mehrheit die Regellauf￾zeiten der Kernkraftwerke um durchschnittlich 12 Jahre zu verlängern.","{""normalizedKey"":""Claim::KKW-Laufzeitverlängerung-2010-12J""}","high"
"Kernkraftwerke","Facility","LOCATED_IN","Deutschland","Place","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","die Laufzeiten der deutschen Kernkraftwerke","{""normalizedKey"":""Facility::Kernkraftwerke""}","high"
"Claim::KKW-Laufzeitverlängerung-2010-12J","Claim","HAS_VALUE","QV::12 Jahre","QuantityValue","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","die Regellauf￾zeiten der Kernkraftwerke um durchschnittlich 12 Jahre zu verlängern.","{""normalizedKey"":""Claim::KKW-Laufzeitverlängerung-2010-12J""}","high"
"QV::12 Jahre","QuantityValue","HAS_UNIT","Jahre","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","um durchschnittlich 12 Jahre zu verlängern","{""normalizedKey"":""QuantityValue::12 Jahre"",""value"":12,""unit"":""Jahre"",""type"":""laufzeitverlängerung_durchschnitt""}","high"
"Jahre","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","12 Jahre","{""normalizedKey"":""Unit::Jahre""}","high"
"Claim::KKW-Deutschland-2010-Bruttokapazität","Claim","SUPPORTED_BY","X.1 2010: Kernenergie als Brückentechnologie","Section","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","In 2010 haben die 17 KKW mit ihrer Bruttokapazität von 21.507 MWe","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Bruttokapazität"",""relevance"":""core""}","high"
"Claim::KKW-Deutschland-2010-Bruttokapazität","Claim","ABOUT","KKW","Facility","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","In 2010 haben die 17 KKW mit ihrer Bruttokapazität von 21.507 MWe","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Bruttokapazität""}","high"
"KKW","Facility","LOCATED_IN","Deutschland","Place","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","In 2010 haben die 17 KKW","{""normalizedKey"":""Facility::KKW""}","high"
"Claim::KKW-Deutschland-2010-Bruttokapazität","Claim","HAS_VALUE","QV::21.507 MWe","QuantityValue","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Bruttokapazität von 21.507 MWe","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Bruttokapazität""}","high"
"QV::21.507 MWe","QuantityValue","HAS_UNIT","MWe","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Bruttokapazität von 21.507 MWe","{""normalizedKey"":""QuantityValue::21.507 MWe"",""value"":21507,""unit"":""MWe"",""type"":""bruttokapazität""}","high"
"MWe","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","21.507 MWe","{""normalizedKey"":""Unit::MWe""}","high"
"Claim::KKW-Deutschland-2010-Produktion","Claim","SUPPORTED_BY","X.1 2010: Kernenergie als Brückentechnologie","Section","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","insgesamt eine Elektrizitätsmenge von 140,6 TWh produziert","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Produktion"",""relevance"":""core""}","high"
"Claim::KKW-Deutschland-2010-Produktion","Claim","ABOUT","KKW","Facility","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","In 2010 haben die 17 KKW","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Produktion""}","high"
"Claim::KKW-Deutschland-2010-Produktion","Claim","HAS_VALUE","QV::140,6 TWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","eine Elektrizitätsmenge von 140,6 TWh produziert","{""normalizedKey"":""Claim::KKW-Deutschland-2010-Produktion""}","high"
"QV::140,6 TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","140,6 TWh produziert","{""normalizedKey"":""QuantityValue::140,6 TWh"",""value"":140.6,""unit"":""TWh"",""type"":""elektrizitätsproduktion""}","high"
"TWh","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","140,6 TWh","{""normalizedKey"":""Unit::TWh""}","high"
"Claim::Kernenergieanteil-2010-Bruttostrom","Claim","SUPPORTED_BY","Abb. 44a","Figure","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","einem Anteil von 22,2% an der gesamten Bruttostromerzeugung","{""normalizedKey"":""Claim::Kernenergieanteil-2010-Bruttostrom"",""relevance"":""core""}","high"
"Claim::Kernenergieanteil-2010-Bruttostrom","Claim","ABOUT","Kernenergie","EnergySource","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","einem Anteil von 22,2% an der gesamten Bruttostromerzeugung","{""normalizedKey"":""Claim::Kernenergieanteil-2010-Bruttostrom""}","high"
"Kernenergie","EnergySource","IS_A","Energiequelle","Concept","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Kernenergie","{""normalizedKey"":""EnergySource::Kernenergie""}","high"
"Energiequelle","Concept","IS_A","Concept","Concept","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Energiequellen","{""normalizedKey"":""Concept::Energiequelle""}","high"
"Claim::Kernenergieanteil-2010-Bruttostrom","Claim","HAS_VALUE","QV::22,2 %","QuantityValue","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","einem Anteil von 22,2%","{""normalizedKey"":""Claim::Kernenergieanteil-2010-Bruttostrom""}","high"
"QV::22,2 %","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Anteil von 22,2%","{""normalizedKey"":""QuantityValue::22,2 %"",""value"":22.2,""unit"":""%"",""type"":""share_bruttostromerzeugung""}","high"
"%","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","22,2%","{""normalizedKey"":""Unit::%""}","high"
"Claim::Ökostromanteil-2010","Claim","SUPPORTED_BY","Abb. 44a","Figure","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Ökostromanteil 15,9% beträgt.","{""normalizedKey"":""Claim::Ökostromanteil-2010"",""relevance"":""supporting""}","high"
"Claim::Ökostromanteil-2010","Claim","ABOUT","erneuerbaren Energiequellen","EnergySource","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Stromanteil aus erneuerbaren Energiequellen","{""normalizedKey"":""Claim::Ökostromanteil-2010""}","high"
"erneuerbaren Energiequellen","EnergySource","IS_A","Energiequelle","Concept","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","erneuerbaren Energiequellen","{""normalizedKey"":""EnergySource::erneuerbaren Energiequellen""}","high"
"Claim::Ökostromanteil-2010","Claim","HAS_VALUE","QV::15,9 %","QuantityValue","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","Ökostromanteil 15,9% beträgt.","{""normalizedKey"":""Claim::Ökostromanteil-2010""}","high"
"QV::15,9 %","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch10.pdf","X.1 2010: Kernenergie als Brückentechnologie","79","15,9% beträgt","{""normalizedKey"":""QuantityValue::15,9 %"",""value"":15.9,""unit"":""%"",""type"":""share_bruttostromerzeugung""}","high"
"Claim::Seebeben-9-verursacht-Tsunami","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","ein Seebeben der Stärke 9","{""normalizedKey"":""Claim::Seebeben-9-verursacht-Tsunami"",""relevance"":""core""}","high"
"Claim::Seebeben-9-verursacht-Tsunami","Claim","ABOUT","Seebeben","Event","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","erschütterte ein Seebeben der Stärke 9","{""normalizedKey"":""Claim::Seebeben-9-verursacht-Tsunami""}","high"
"Seebeben","Event","OCCURRED_IN","Pazifischer Ozean","Place","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","im Pazifischen Ozean lag","{""normalizedKey"":""Event::Seebeben""}","high"
"Pazifischer Ozean","Place","IS_A","Place","Place","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","im Pazifischen Ozean lag","{""normalizedKey"":""Place::Pazifischer Ozean""}","high"
"Claim::Seebeben-9-verursacht-Tsunami","Claim","CAUSES","Tsunamiwelle","Event","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","verursachte eine Tsunamiwelle von 20 m Höhe","{""normalizedKey"":""Claim::Seebeben-9-verursacht-Tsunami""}","high"
"Tsunamiwelle","Event","IS_A","Event","Event","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Tsunamiwelle","{""normalizedKey"":""Event::Tsunamiwelle""}","high"
"Claim::Tsunami-Höhe-20m","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Tsunamiwelle von 20 m Höhe","{""normalizedKey"":""Claim::Tsunami-Höhe-20m"",""relevance"":""core""}","high"
"Claim::Tsunami-Höhe-20m","Claim","ABOUT","Tsunamiwelle","Event","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Tsunamiwelle von 20 m Höhe","{""normalizedKey"":""Claim::Tsunami-Höhe-20m""}","high"
"Claim::Tsunami-Höhe-20m","Claim","HAS_VALUE","QV::20 m","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Tsunamiwelle von 20 m Höhe","{""normalizedKey"":""Claim::Tsunami-Höhe-20m""}","high"
"QV::20 m","QuantityValue","HAS_UNIT","m","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","20 m Höhe","{""normalizedKey"":""QuantityValue::20 m"",""value"":20,""unit"":""m"",""type"":""wellenhöhe""}","high"
"m","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","20 m","{""normalizedKey"":""Unit::m""}","high"
"Claim::Fukushima-Daiichi-Gesamtkapazität","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Die Gesamtkapazität der Anlage beträgt 4.690 MWe.","{""normalizedKey"":""Claim::Fukushima-Daiichi-Gesamtkapazität"",""relevance"":""core""}","high"
"Claim::Fukushima-Daiichi-Gesamtkapazität","Claim","ABOUT","Fukushima-Daiichi","Facility","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","die Reaktorstation Fukushima-Daiichi","{""normalizedKey"":""Claim::Fukushima-Daiichi-Gesamtkapazität""}","high"
"Fukushima-Daiichi","Facility","LOCATED_IN","Japan","Place","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","81","ereignete sich in Japan","{""normalizedKey"":""Facility::Fukushima-Daiichi""}","high"
"Japan","Place","IS_A","Place","Place","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","81","ereignete sich in Japan","{""normalizedKey"":""Place::Japan""}","high"
"Claim::Fukushima-Daiichi-Gesamtkapazität","Claim","HAS_VALUE","QV::4.690 MWe","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","Gesamtkapazität der Anlage beträgt 4.690 MWe","{""normalizedKey"":""Claim::Fukushima-Daiichi-Gesamtkapazität""}","high"
"QV::4.690 MWe","QuantityValue","HAS_UNIT","MWe","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","82","4.690 MWe","{""normalizedKey"":""QuantityValue::4.690 MWe"",""value"":4690,""unit"":""MWe"",""type"":""gesamtkapazität""}","high"
"Claim::Tsunami-Überflutung-Notstrom-aus","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","83","Flutwasser konn￾te auch – wie in Abb. 47 nachskizziert - über Kabel- und Leitungskanäle in die Kel￾lerräume der Reaktorgebäude strömen und dort die Notstromversorgung außer Kraft setzen.","{""normalizedKey"":""Claim::Tsunami-Überflutung-Notstrom-aus"",""relevance"":""core""}","high"
"Claim::Tsunami-Überflutung-Notstrom-aus","Claim","ABOUT","Notstromversorgung","Concept","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","83","die Notstromversorgung außer Kraft setzen","{""normalizedKey"":""Claim::Tsunami-Überflutung-Notstrom-aus""}","high"
"Notstromversorgung","Concept","IS_A","Concept","Concept","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","83","Notstromversorgung","{""normalizedKey"":""Concept::Notstromversorgung""}","high"
"Claim::Tsunami-Überflutung-Notstrom-aus","Claim","RESULTS_IN","Ausfall der Notkühlsysteme","Process","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","Die direkte Folge war der Ausfall der Notkühlsysteme in den Blöcken 1 bis 4","{""normalizedKey"":""Claim::Tsunami-Überflutung-Notstrom-aus""}","high"
"Ausfall der Notkühlsysteme","Process","IS_A","Process","Process","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","Ausfall der Notkühlsysteme","{""normalizedKey"":""Process::Ausfall der Notkühlsysteme""}","high"
"Claim::INES-Stufe-7","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","auf der höchsten Stufe 7 („katastrophaler Unfall“) eingeordnet","{""normalizedKey"":""Claim::INES-Stufe-7"",""relevance"":""core""}","high"
"Claim::INES-Stufe-7","Claim","ABOUT","INES-Skala","Concept","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","Internationalen Bewer￾tungsskala für bedeutsame Ereignisse in KKW (INES-Skala)","{""normalizedKey"":""Claim::INES-Stufe-7""}","high"
"INES-Skala","Concept","IS_A","Concept","Concept","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","INES-Skala","{""normalizedKey"":""Concept::INES-Skala""}","high"
"Claim::INES-Stufe-7","Claim","HAS_VALUE","QV::7","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","höchsten Stufe 7 („katastrophaler Unfall“)","{""normalizedKey"":""Claim::INES-Stufe-7""}","high"
"QV::7","QuantityValue","HAS_UNIT","Stufe","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","Stufe 7","{""normalizedKey"":""QuantityValue::7 (INES)"",""value"":7,""unit"":""Stufe"",""type"":""ines_stufe""}","high"
"Stufe","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","84","Stufe 7","{""normalizedKey"":""Unit::Stufe""}","high"
"Claim::Moratorium-14-03-2011","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","beschloss die Bundesregierung drei Tage später, am 14. März 2011, die im Oktober 2010 festgelegten KKW-Laufzeitverlängerungen für drei Monate auszu￾setzen.","{""normalizedKey"":""Claim::Moratorium-14-03-2011"",""relevance"":""core""}","high"
"Claim::Moratorium-14-03-2011","Claim","ABOUT","Bundesregierung","Organization","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","beschloss die Bundesregierung","{""normalizedKey"":""Claim::Moratorium-14-03-2011""}","high"
"Bundesregierung","Organization","IS_A","Organization","Organization","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","die Bundesregierung","{""normalizedKey"":""Organization::Bundesregierung""}","high"
"Claim::Moratorium-14-03-2011","Claim","OCCURRED_ON","14. März 2011","Date","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","am 14. März 2011","{""normalizedKey"":""Claim::Moratorium-14-03-2011""}","high"
"14. März 2011","Date","IS_A","Date","Date","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","14. März 2011","{""normalizedKey"":""Date::2011-03-14""}","high"
"Claim::Moratorium-14-03-2011","Claim","HAS_VALUE","QV::3 Monate","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","für drei Monate auszu￾setzen","{""normalizedKey"":""Claim::Moratorium-14-03-2011""}","high"
"QV::3 Monate","QuantityValue","HAS_UNIT","Monate","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","für drei Monate","{""normalizedKey"":""QuantityValue::3 Monate"",""value"":3,""unit"":""Monate"",""type"":""moratorium_dauer""}","high"
"Monate","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","drei Monate","{""normalizedKey"":""Unit::Monate""}","high"
"Claim::Altanlagen-Kapazität-8821MWe","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","Die Kapazität dieser 8 Anlagen beträgt 8.821 MWe","{""normalizedKey"":""Claim::Altanlagen-Kapazität-8821MWe"",""relevance"":""core""}","high"
"Claim::Altanlagen-Kapazität-8821MWe","Claim","HAS_VALUE","QV::8.821 MWe","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","beträgt 8.821 MWe","{""normalizedKey"":""Claim::Altanlagen-Kapazität-8821MWe""}","high"
"QV::8.821 MWe","QuantityValue","HAS_UNIT","MWe","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","8.821 MWe","{""normalizedKey"":""QuantityValue::8.821 MWe"",""value"":8821,""unit"":""MWe"",""type"":""kapazität_8_anlagen""}","high"
"Claim::Altanlagen-Anteil-41%","Claim","SUPPORTED_BY","X.2 2011: Fukushima und die Energiewende","Section","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","das sind 41% der gesamten Nuklearkapazität 2010 in Deutschland.","{""normalizedKey"":""Claim::Altanlagen-Anteil-41%"",""relevance"":""supporting""}","high"
"Claim::Altanlagen-Anteil-41%","Claim","HAS_VALUE","QV::41 %","QuantityValue","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","das sind 41%","{""normalizedKey"":""Claim::Altanlagen-Anteil-41%""}","high"
"QV::41 %","QuantityValue","HAS_UNIT","%","Unit","STE-Research-Report_Ch10.pdf","X.2 2011: Fukushima und die Energiewende","85","41%","{""normalizedKey"":""QuantityValue::41 %"",""value"":41,""unit"":""%"",""type"":""share_nuklearkapazität_2010""}","high"
"Claim::KKW-2012-Grundlast-100TWh","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","86","Im Grundlastbereich produzierten die verbliebenen 9 KKW knapp 100 TWh","{""normalizedKey"":""Claim::KKW-2012-Grundlast-100TWh"",""relevance"":""core""}","high"
"Claim::KKW-2012-Grundlast-100TWh","Claim","HAS_VALUE","QV::100 TWh","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","86","knapp 100 TWh","{""normalizedKey"":""Claim::KKW-2012-Grundlast-100TWh""}","high"
"QV::100 TWh","QuantityValue","HAS_UNIT","TWh","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","86","knapp 100 TWh","{""normalizedKey"":""QuantityValue::100 TWh (knapp)"",""textValue"":""knapp 100"",""unit"":""TWh"",""type"":""grundlastproduktion""}","high"
"Claim::CO2-Emissionen-305-2010","Claim","SUPPORTED_BY","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","Section","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","von 305 Mio. t CO2 in 2010","{""normalizedKey"":""Claim::CO2-Emissionen-305-2010"",""relevance"":""core""}","high"
"Claim::CO2-Emissionen-305-2010","Claim","HAS_VALUE","QV::305 Mio. t CO2","QuantityValue","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","305 Mio. t CO2","{""normalizedKey"":""Claim::CO2-Emissionen-305-2010""}","high"
"QV::305 Mio. t CO2","QuantityValue","HAS_UNIT","Mio. t CO2","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","305 Mio. t CO2","{""normalizedKey"":""QuantityValue::305 Mio. t CO2"",""value"":305,""unit"":""Mio. t CO2"",""type"":""co2_emissionen_stromerzeugung"",""asOf"":""2010""}","high"
"Mio. t CO2","Unit","IS_A","Unit","Unit","STE-Research-Report_Ch10.pdf","X.3 2012: Deutschland: Auf dem Weg zum Ökostrom23 - Land","87","Mio. t CO2","{""normalizedKey"":""Unit::Mio. t CO2""}","high"
