"subject","subjectType","predicate","object","objectType","sourceDoc","sourceSection","sourcePage","sourceQuote","qualifiers","confidence"
"Claim C06","Claim","HAS_VALUE","QuantityValue QV06","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 2","3","50.000 93,6** 0,6 92.3 1,1 0,7 0,1 5,2","{""subjectNormalizedKey"": ""Claim::C06"", ""objectNormalizedKey"": ""QuantityValue::QV06"", ""value"": 1.1, ""unit"": ""%"", ""type"": ""Pu"", ""state"": ""nach Entladung""}","0.88"
"Claim C06","Claim","HAS_VALUE","QuantityValue QV07","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 2","3","50.000 93,6** 0,6 92.3 1,1 0,7 0,1 5,2","{""subjectNormalizedKey"": ""Claim::C06"", ""objectNormalizedKey"": ""QuantityValue::QV07"", ""value"": 0.7, ""unit"": ""%"", ""type"": ""239Pu/241Pu"", ""state"": ""nach Entladung""}","0.88"
"Claim C06","Claim","HAS_VALUE","QuantityValue QV08","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 2","3","50.000 93,6** 0,6 92.3 1,1 0,7 0,1 5,2","{""subjectNormalizedKey"": ""Claim::C06"", ""objectNormalizedKey"": ""QuantityValue::QV08"", ""value"": 0.1, ""unit"": ""%"", ""type"": ""Minore Actiniden"", ""state"": ""nach Entladung""}","0.88"
"Claim C06","Claim","HAS_VALUE","QuantityValue QV09","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 2","3","50.000 93,6** 0,6 92.3 1,1 0,7 0,1 5,2","{""subjectNormalizedKey"": ""Claim::C06"", ""objectNormalizedKey"": ""QuantityValue::QV09"", ""value"": 5.2, ""unit"": ""%"", ""type"": ""Spaltprodukte"", ""state"": ""nach Entladung""}","0.88"
"Claim C07","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07""}","0.90"
"Claim C07","Claim","ABOUT","Spaltstoffanteil","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07"", ""objectNormalizedKey"": ""Concept::Spaltstoffanteil""}","0.80"
"Claim C07","Claim","HAS_VALUE","QuantityValue QV10","QuantityValue","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07"", ""objectNormalizedKey"": ""QuantityValue::QV10"", ""value"": 0.6, ""unit"": ""%"", ""type"": ""235U"", ""state"": ""nach Entladung""}","0.90"
"Claim C07","Claim","HAS_VALUE","QuantityValue QV11","QuantityValue","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07"", ""objectNormalizedKey"": ""QuantityValue::QV11"", ""value"": 0.7, ""unit"": ""%"", ""type"": ""239Pu und 241Pu"", ""state"": ""produziert""}","0.88"
"Claim C07","Claim","PRODUCES","239Pu","Isotope","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07"", ""objectNormalizedKey"": ""Isotope::239Pu""}","0.80"
"Claim C07","Claim","PRODUCES","241Pu","Isotope","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der ursprüngliche Spaltstoffanteil von 4% 235U ist bis auf 0,6% verbraucht worden, aber gleichzeitig ist neuer Spaltstoff (0,7%) in Form von 239Pu und 241Pu produziert worden.","{""subjectNormalizedKey"": ""Claim::C07"", ""objectNormalizedKey"": ""Isotope::241Pu""}","0.80"
"Claim C08","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","In der Wertstoffbilanz abgebrannter Brennelement ergeben U und Pu insgesamt 94,7%, die nach der Wiederaufarbeitung wieder in den Versorgungspfad rezykliert werden können.","{""subjectNormalizedKey"": ""Claim::C08""}","0.90"
"Claim C08","Claim","ABOUT","Wiederaufarbeitung","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","In der Wertstoffbilanz abgebrannter Brennelement ergeben U und Pu insgesamt 94,7%, die nach der Wiederaufarbeitung wieder in den Versorgungspfad rezykliert werden können.","{""subjectNormalizedKey"": ""Claim::C08"", ""objectNormalizedKey"": ""Process::Wiederaufarbeitung""}","0.80"
"Claim C08","Claim","HAS_VALUE","QuantityValue QV12","QuantityValue","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","In der Wertstoffbilanz abgebrannter Brennelement ergeben U und Pu insgesamt 94,7%, die nach der Wiederaufarbeitung wieder in den Versorgungspfad rezykliert werden können.","{""subjectNormalizedKey"": ""Claim::C08"", ""objectNormalizedKey"": ""QuantityValue::QV12"", ""value"": 94.7, ""unit"": ""%"", ""type"": ""U und Pu"", ""context"": ""Wertstoffbilanz abgebrannter Brennelemente""}","0.90"
"Claim C08","Claim","ENABLES","Rezyklierung","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","In der Wertstoffbilanz abgebrannter Brennelement ergeben U und Pu insgesamt 94,7%, die nach der Wiederaufarbeitung wieder in den Versorgungspfad rezykliert werden können.","{""subjectNormalizedKey"": ""Claim::C08"", ""objectNormalizedKey"": ""Process::Rezyklierung"", ""objectLabel"": ""rezykliert werden""}","0.75"
"Claim C09","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der verbleibende Rest, die „Asche“ eines Kernkraftwerks, sind die radioaktiven Spaltprodukte und die sogenannten Minoren Actiniden (MA)5","{""subjectNormalizedKey"": ""Claim::C09""}","0.90"
"Claim C09","Claim","ABOUT","Asche","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der verbleibende Rest, die „Asche“ eines Kernkraftwerks, sind die radioaktiven Spaltprodukte und die sogenannten Minoren Actiniden (MA)5","{""subjectNormalizedKey"": ""Claim::C09"", ""objectNormalizedKey"": ""Concept::Asche""}","0.85"
"Claim C09","Claim","ASSERTS","radioaktive Spaltprodukte","Material","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der verbleibende Rest, die „Asche“ eines Kernkraftwerks, sind die radioaktiven Spaltprodukte und die sogenannten Minoren Actiniden (MA)5","{""subjectNormalizedKey"": ""Claim::C09"", ""objectNormalizedKey"": ""Material::radioaktive Spaltprodukte""}","0.80"
"Claim C09","Claim","ASSERTS","Minoren Actiniden (MA)","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","3","Der verbleibende Rest, die „Asche“ eines Kernkraftwerks, sind die radioaktiven Spaltprodukte und die sogenannten Minoren Actiniden (MA)5","{""subjectNormalizedKey"": ""Claim::C09"", ""objectNormalizedKey"": ""Concept::Minoren Actiniden (MA)""}","0.80"
"Claim C10","Claim","SUPPORTED_BY","4","Footnote","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10""}","0.90"
"Claim C10","Claim","ABOUT","Abbrand","Concept","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10"", ""objectNormalizedKey"": ""Concept::Abbrand""}","0.90"
"Claim C10","Claim","ASSERTS","Maß für die im Reaktor freigesetzte thermische Energie","Concept","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10"", ""objectNormalizedKey"": ""Concept::im Reaktor freigesetzte thermische Energie""}","0.75"
"Claim C10","Claim","HAS_VALUE","QuantityValue QV13","QuantityValue","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10"", ""objectNormalizedKey"": ""QuantityValue::QV13"", ""value"": 1, ""unit"": ""MWd"", ""type"": ""Energieäquivalent""}","0.85"
"Claim C10","Claim","HAS_VALUE","QuantityValue QV14","QuantityValue","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10"", ""objectNormalizedKey"": ""QuantityValue::QV14"", ""value"": 24000, ""unit"": ""kWh"", ""type"": ""Energieäquivalent""}","0.85"
"Claim C10","Claim","HAS_VALUE","QuantityValue QV15","QuantityValue","STE-Research-Report_Ch3.pdf","Footnote 4","3","Der Abbrand eines Brennelements ist ein Maß für die im Reaktor freigesetzte thermische Energie bezogen auf die Metallmasse des eingesetzten Brennstoffs (Maßeinheit = MWd/tU; 1MWd = 24.000 kWh = 86,6•106 kJ).","{""subjectNormalizedKey"": ""Claim::C10"", ""objectNormalizedKey"": ""QuantityValue::QV15"", ""value"": ""86,6•10^6"", ""unit"": ""kJ"", ""type"": ""Energieäquivalent""}","0.85"
"Claim C11","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","In Fachkreisen spricht man von „Partitioning and Transmutation (P&T)“.","{""subjectNormalizedKey"": ""Claim::C11""}","0.90"
"Claim C11","Claim","ABOUT","Partitioning and Transmutation (P&T)","Concept","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","In Fachkreisen spricht man von „Partitioning and Transmutation (P&T)“.","{""subjectNormalizedKey"": ""Claim::C11"", ""objectNormalizedKey"": ""Concept::Partitioning and Transmutation (P&T)""}","0.90"
"Claim C12","Claim","SUPPORTED_BY","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","Section","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Ziel dieser Untersuchungen ist es, Möglichkeiten aufzuzeigen, wie diese langlebigen Radionuklide bei der Wiederaufarbeitung abgetrennt und anschließend in kurzlebige Radioisotope oder stabile Nuklide umgewandelt werden können.","{""subjectNormalizedKey"": ""Claim::C12""}","0.90"
"Claim C12","Claim","ABOUT","Wiederaufarbeitung","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Ziel dieser Untersuchungen ist es, Möglichkeiten aufzuzeigen, wie diese langlebigen Radionuklide bei der Wiederaufarbeitung abgetrennt und anschließend in kurzlebige Radioisotope oder stabile Nuklide umgewandelt werden können.","{""subjectNormalizedKey"": ""Claim::C12"", ""objectNormalizedKey"": ""Process::Wiederaufarbeitung""}","0.80"
"Claim C12","Claim","ENABLES","Abtrennung langlebiger Radionuklide","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Ziel dieser Untersuchungen ist es, Möglichkeiten aufzuzeigen, wie diese langlebigen Radionuklide bei der Wiederaufarbeitung abgetrennt und anschließend in kurzlebige Radioisotope oder stabile Nuklide umgewandelt werden können.","{""subjectNormalizedKey"": ""Claim::C12"", ""objectNormalizedKey"": ""Process::Abtrennung langlebiger Radionuklide""}","0.80"
"Claim C12","Claim","RESULTS_IN","Umwandlung in kurzlebige Radioisotope oder stabile Nuklide","Process","STE-Research-Report_Ch3.pdf","III Das nukleare Umfeld eines Kernkraftwerks – der Kernbrennstoffkreislauf","4","Das Ziel dieser Untersuchungen ist es, Möglichkeiten aufzuzeigen, wie diese langlebigen Radionuklide bei der Wiederaufarbeitung abgetrennt und anschließend in kurzlebige Radioisotope oder stabile Nuklide umgewandelt werden können.","{""subjectNormalizedKey"": ""Claim::C12"", ""objectNormalizedKey"": ""Process::Umwandlung""}","0.75"
"Claim C13","Claim","SUPPORTED_BY","Tab. 3","Table","STE-Research-Report_Ch3.pdf","Tab. 3","4","Tab. 3: Einige langlebige Radionuklide aus abgebrannten Brennelementen","{""subjectNormalizedKey"": ""Claim::C13""}","0.90"
"Claim C13","Claim","ABOUT","langlebige Radionuklide","Concept","STE-Research-Report_Ch3.pdf","Tab. 3","4","Tab. 3: Einige langlebige Radionuklide aus abgebrannten Brennelementen","{""subjectNormalizedKey"": ""Claim::C13"", ""objectNormalizedKey"": ""Concept::langlebige Radionuklide""}","0.80"
"99Tc","Isotope","HAS_VALUE","QuantityValue QV16","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Technetium 99Tc 2,1·105","{""subjectNormalizedKey"": ""Isotope::99Tc"", ""objectNormalizedKey"": ""QuantityValue::QV16"", ""value"": ""2,1·10^5"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
"129I","Isotope","HAS_VALUE","QuantityValue QV17","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Jod 129I 1,6·107","{""subjectNormalizedKey"": ""Isotope::129I"", ""objectNormalizedKey"": ""QuantityValue::QV17"", ""value"": ""1,6·10^7"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
"135Cs","Isotope","HAS_VALUE","QuantityValue QV18","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Caesium 135Cs 2,3·106","{""subjectNormalizedKey"": ""Isotope::135Cs"", ""objectNormalizedKey"": ""QuantityValue::QV18"", ""value"": ""2,3·10^6"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
"237Np","Isotope","HAS_VALUE","QuantityValue QV19","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Neptunium 237Np 2,1·106","{""subjectNormalizedKey"": ""Isotope::237Np"", ""objectNormalizedKey"": ""QuantityValue::QV19"", ""value"": ""2,1·10^6"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
"243Am","Isotope","HAS_VALUE","QuantityValue QV20","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Americium 243Am 7,4·103","{""subjectNormalizedKey"": ""Isotope::243Am"", ""objectNormalizedKey"": ""QuantityValue::QV20"", ""value"": ""7,4·10^3"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
"245Cm","Isotope","HAS_VALUE","QuantityValue QV21","QuantityValue","STE-Research-Report_Ch3.pdf","Tab. 3","4","Curium 245Cm 8,5·103","{""subjectNormalizedKey"": ""Isotope::245Cm"", ""objectNormalizedKey"": ""QuantityValue::QV21"", ""value"": ""8,5·10^3"", ""unit"": ""Jahre"", ""type"": ""Halbwertszeit (T1/2)""}","0.88"
